energy,theta,cx
10.41,46.0,201.3601
10.41,48.0,192.3898
10.41,50.0,183.2704
10.41,52.0,174.0462
10.41,54.0,164.7674
10.41,56.0,155.4885
10.41,58.0,146.2654
10.41,60.0,137.154
10.41,62.0,128.2073
10.41,64.0,119.4747
10.41,66.0,110.9995
10.41,68.0,102.819
10.41,70.0,94.9631
10.41,72.0,87.45476
10.41,74.0,80.30999
10.41,76.0,73.53858
10.41,78.0,67.14501
10.41,80.0,61.12944
10.41,82.0,55.48895
10.41,84.0,50.21858
10.41,86.0,45.3124
10.41,88.0,40.76436
10.41,90.0,36.56891
10.41,92.0,32.7214
10.41,94.0,29.21823
10.41,96.0,26.05684
10.41,98.0,23.23541
10.41,100.0,20.75257
10.41,102.0,18.60695
10.41,104.0,16.79675
10.41,106.0,15.31942
10.41,108.0,14.17134
10.41,110.0,13.34768
10.41,112.0,12.84241
10.41,114.0,12.64837
10.41,116.0,12.75753
10.41,118.0,13.16126
10.41,120.0,13.8507
10.41,122.0,14.81699
10.41,124.0,16.05162
10.41,126.0,17.54652
10.41,128.0,19.29408
10.41,130.0,21.28706
10.41,132.0,23.51825
10.41,134.0,25.98007
10.41,136.0,28.66404
10.41,138.0,31.56014
10.41,140.0,34.65616
10.41,142.0,37.93707
10.41,144.0,41.38447
10.41,146.0,44.97609
10.41,148.0,48.68556
10.41,150.0,52.48227
10.41,152.0,56.33145
10.41,154.0,60.19452
10.41,156.0,64.02956
10.41,158.0,67.79201
10.41,160.0,71.43553
10.41,162.0,74.91292
10.41,164.0,78.17722
10.41,166.0,81.18273
10.41,168.0,83.88613
10.41,170.0,86.2475
10.41,172.0,88.23128
10.41,174.0,89.80714
10.41,176.0,90.95068
10.41,178.0,91.64407
10.51,2.0,495640.7
10.51,4.0,30012.04
10.51,6.0,5886.321
10.51,8.0,1977.947
10.51,10.0,951.9727
10.51,12.0,597.2104
10.51,14.0,449.5946
10.51,16.0,378.8509
10.51,18.0,340.5912
10.51,20.0,317.4275
10.51,22.0,301.7872
10.51,24.0,290.0827
10.51,26.0,280.4928
10.51,28.0,272.0364
10.51,30.0,264.1572
10.51,32.0,256.5254
10.51,34.0,248.9383
10.51,36.0,241.2694
10.51,38.0,233.44
10.51,40.0,225.4042
10.51,42.0,217.1405
10.51,44.0,208.6463
10.51,46.0,199.9344
10.51,48.0,191.0307
10.51,50.0,181.9718
10.51,52.0,172.8028
10.51,54.0,163.5751
10.51,56.0,154.3441
10.51,58.0,145.1668
10.51,60.0,136.0998
10.51,62.0,127.197
10.51,64.0,118.5083
10.51,66.0,110.0776
10.51,68.0,101.9421
10.51,70.0,94.13206
10.51,72.0,86.67011
10.51,74.0,79.57202
10.51,76.0,72.84721
10.51,78.0,66.49966
10.51,80.0,60.52908
10.51,82.0,54.93202
10.51,84.0,49.70312
10.51,86.0,44.83608
10.51,88.0,40.32455
10.51,90.0,36.1628
10.51,92.0,32.3461
10.51,94.0,28.87085
10.51,96.0,25.73455
10.51,98.0,22.93551
10.51,100.0,20.47248
10.51,102.0,18.34423
10.51,104.0,16.54908
10.51,106.0,15.08454
10.51,108.0,13.94702
10.51,110.0,13.13168
10.51,112.0,12.63237
10.51,114.0,12.44185
10.51,116.0,12.55192
10.51,118.0,12.95383
10.51,120.0,13.63854
10.51,122.0,14.59712
10.51,124.0,15.82101
10.51,126.0,17.30213
10.51,128.0,19.03299
10.51,130.0,21.0065
10.51,132.0,23.21568
10.51,134.0,25.65329
10.51,136.0,28.3112
10.51,138.0,31.17979
10.51,140.0,34.24728
10.51,142.0,37.49908
10.51,144.0,40.91718
10.51,146.0,44.47973
10.51,148.0,48.1607
10.51,150.0,51.92978
10.51,152.0,55.75246
10.51,154.0,59.59037
10.51,156.0,63.40176
10.51,158.0,67.14218
10.51,160.0,70.76537
10.51,162.0,74.22423
10.51,164.0,77.47181
10.51,166.0,80.46248
10.51,168.0,83.15293
10.51,170.0,85.50329
10.51,172.0,87.47802
10.51,174.0,89.0468
10.51,176.0,90.18527
10.51,178.0,90.8756
10.61,2.0,486265.4
10.61,4.0,29432.52
10.61,6.0,5770.389
10.61,8.0,1939.146
10.61,10.0,934.1688
10.61,12.0,587.0055
10.61,14.0,442.7234
10.61,16.0,373.6699
10.61,18.0,336.3739
10.61,20.0,313.8176
10.61,22.0,298.5948
10.61,24.0,287.1994
10.61,26.0,277.8529
10.61,28.0,269.5976
10.61,30.0,261.8904
10.61,32.0,254.4095
10.61,34.0,246.957
10.61,36.0,239.409
10.61,38.0,231.6887
10.61,40.0,223.7516
10.61,42.0,215.577
10.61,44.0,207.1632
10.61,46.0,198.5238
10.61,48.0,189.6855
10.61,50.0,180.686
10.61,52.0,171.5714
10.61,54.0,162.3939
10.61,56.0,153.2101
10.61,58.0,144.0779
10.61,60.0,135.0549
10.61,62.0,126.1958
10.61,64.0,117.5509
10.61,66.0,109.1645
10.61,68.0,101.0741
10.61,70.0,93.30993
10.61,72.0,85.89449
10.61,74.0,78.84325
10.61,76.0,72.1652
10.61,78.0,65.86384
10.61,80.0,59.93838
10.61,82.0,54.38489
10.61,84.0,49.19754
10.61,86.0,44.36967
10.61,88.0,39.89464
10.61,90.0,35.76656
10.61,92.0,31.98059
10.61,94.0,28.53315
10.61,96.0,25.42182
10.61,98.0,22.645
10.61,100.0,20.20161
10.61,102.0,18.09055
10.61,104.0,16.31026
10.61,106.0,14.85833
10.61,108.0,13.73119
10.61,110.0,12.92395
10.61,112.0,12.43042
10.61,114.0,12.24321
10.61,116.0,12.354
10.61,118.0,12.75385
10.61,120.0,13.43361
10.61,122.0,14.38423
10.61,124.0,15.5971
10.61,126.0,17.06417
10.61,128.0,18.77801
10.61,130.0,20.7317
10.61,132.0,22.91852
10.61,134.0,25.33152
10.61,136.0,27.96294
10.61,138.0,30.80357
10.61,140.0,33.84205
10.61,142.0,37.06421
10.61,144.0,40.45246
10.61,146.0,43.98534
10.61,148.0,47.63717
10.61,150.0,51.37794
10.61,152.0,55.17342
10.61,154.0,58.98544
10.61,156.0,62.7724
10.61,158.0,66.49001
10.61,160.0,70.09211
10.61,162.0,73.53165
10.61,164.0,76.76178
10.61,166.0,79.73689
10.61,168.0,82.41375
10.61,170.0,84.7525
10.61,172.0,86.71766
10.61,174.0,88.27895
10.61,176.0,89.41205
10.61,178.0,90.09915
10.71,2.0,477150.5
10.71,4.0,28868.84
10.71,6.0,5657.511
10.71,8.0,1901.303
10.71,10.0,916.7648
10.71,12.0,577.0049
10.71,14.0,435.9745
10.71,16.0,368.5719
10.71,18.0,332.2187
10.71,20.0,310.2576
10.71,22.0,295.4447
10.71,24.0,284.3534
10.71,26.0,275.2465
10.71,28.0,267.1893
10.71,30.0,259.6518
10.71,32.0,252.3197
10.71,34.0,244.9998
10.71,36.0,237.5709
10.71,38.0,229.9582
10.71,40.0,222.1182
10.71,42.0,214.0312
10.71,44.0,205.6963
10.71,46.0,197.1281
10.71,48.0,188.3541
10.71,50.0,179.4129
10.71,52.0,170.3515
10.71,54.0,161.2235
10.71,56.0,152.0862
10.71,58.0,142.9987
10.71,60.0,134.0193
10.71,62.0,125.2035
10.71,64.0,116.6021
10.71,66.0,108.26
10.71,68.0,100.2148
10.71,70.0,92.49654
10.71,72.0,85.12773
10.71,74.0,78.12348
10.71,76.0,71.49233
10.71,78.0,65.23732
10.71,80.0,59.35711
10.71,82.0,53.84728
10.71,84.0,48.70154
10.71,86.0,43.91286
10.71,88.0,39.47433
10.71,90.0,35.37986
10.71,92.0,31.62454
10.71,94.0,28.2048
10.71,96.0,25.11828
10.71,98.0,22.36354
10.71,100.0,19.93962
10.71,102.0,17.84557
10.71,104.0,16.07996
10.71,106.0,14.64045
10.71,108.0,13.5235
10.71,110.0,12.72419
10.71,112.0,12.23625
10.71,114.0,12.05216
10.71,116.0,12.16345
10.71,118.0,12.56104
10.71,120.0,13.23563
10.71,122.0,14.17807
10.71,124.0,15.37967
10.71,126.0,16.83241
10.71,128.0,18.52893
10.71,130.0,20.4625
10.71,132.0,22.62662
10.71,134.0,25.01464
10.71,136.0,27.61918
10.71,138.0,30.43142
10.71,140.0,33.44041
10.71,142.0,36.63243
10.71,144.0,39.9903
10.71,146.0,43.49294
10.71,148.0,47.11502
10.71,150.0,50.82685
10.71,152.0,54.59444
10.71,154.0,58.37985
10.71,156.0,62.14166
10.71,158.0,65.83571
10.71,160.0,69.41594
10.71,162.0,72.83542
10.71,164.0,76.04735
10.71,166.0,79.0062
10.71,168.0,81.66881
10.71,170.0,83.99537
10.71,172.0,85.95047
10.71,174.0,87.50387
10.71,176.0,88.6313
10.71,178.0,89.31498
10.81,2.0,468286.6
10.81,4.0,28320.42
10.81,6.0,5547.577
10.81,8.0,1864.385
10.81,10.0,899.7483
10.81,12.0,567.2033
10.81,14.0,429.3453
10.81,16.0,363.5556
10.81,18.0,328.1249
10.81,20.0,306.7473
10.81,22.0,292.3368
10.81,24.0,281.5445
10.81,26.0,272.6736
10.81,28.0,264.8116
10.81,30.0,257.4414
10.81,32.0,250.256
10.81,34.0,243.0667
10.81,36.0,235.7553
10.81,38.0,228.2483
10.81,40.0,220.5038
10.81,42.0,212.5029
10.81,44.0,204.2456
10.81,46.0,195.7472
10.81,48.0,187.0362
10.81,50.0,178.1522
10.81,52.0,169.1432
10.81,54.0,160.0638
10.81,56.0,150.9723
10.81,58.0,141.9289
10.81,60.0,132.9927
10.81,62.0,124.2199
10.81,64.0,115.6619
10.81,66.0,107.364
10.81,68.0,99.36389
10.81,70.0,91.69169
10.81,72.0,84.36963
10.81,74.0,77.41249
10.81,76.0,70.82839
10.81,78.0,64.61984
10.81,80.0,58.78499
10.81,82.0,53.3189
10.81,84.0,48.21483
10.81,86.0,43.46535
10.81,88.0,39.06328
10.81,90.0,35.00235
10.81,92.0,31.27759
10.81,94.0,27.88542
10.81,96.0,24.82358
10.81,98.0,22.09075
10.81,100.0,19.68613
10.81,102.0,17.60893
10.81,104.0,15.85782
10.81,106.0,14.43055
10.81,108.0,13.32361
10.81,110.0,12.53205
10.81,112.0,12.04952
10.81,114.0,11.86838
10.81,116.0,11.98
10.81,118.0,12.37514
10.81,120.0,13.04435
10.81,122.0,13.97838
10.81,124.0,15.16849
10.81,126.0,16.60664
10.81,128.0,18.28558
10.81,130.0,20.19873
10.81,132.0,22.33983
10.81,134.0,24.70254
10.81,136.0,27.27982
10.81,138.0,30.06327
10.81,140.0,33.04236
10.81,142.0,36.20377
10.81,144.0,39.53076
10.81,146.0,43.00262
10.81,148.0,46.59437
10.81,150.0,50.27663
10.81,152.0,54.01569
10.81,154.0,57.7738
10.81,156.0,61.50974
10.81,158.0,65.17949
10.81,160.0,68.73712
10.81,162.0,72.1358
10.81,164.0,75.32881
10.81,166.0,78.27072
10.81,168.0,80.91844
10.81,170.0,83.23224
10.81,172.0,85.17678
10.81,174.0,86.72189
10.81,176.0,87.84335
10.81,178.0,88.52344
10.91,2.0,459664.4
10.91,4.0,27786.71
10.91,6.0,5440.486
10.91,8.0,1828.362
10.91,10.0,883.1083
10.91,12.0,557.5961
10.91,14.0,422.8338
10.91,16.0,358.62
10.91,18.0,324.0922
10.91,20.0,303.2866
10.91,22.0,289.2713
10.91,24.0,278.7729
10.91,26.0,270.1343
10.91,28.0,262.4647
10.91,30.0,255.2592
10.91,32.0,248.2184
10.91,34.0,241.1579
10.91,36.0,233.9619
10.91,38.0,226.5591
10.91,40.0,218.9084
10.91,42.0,210.9921
10.91,44.0,202.8108
10.91,46.0,194.3809
10.91,48.0,185.7317
10.91,50.0,176.9038
10.91,52.0,167.9462
10.91,54.0,158.9145
10.91,56.0,149.8682
10.91,58.0,140.8683
10.91,60.0,131.9749
10.91,62.0,123.2449
10.91,64.0,114.7302
10.91,66.0,106.4763
10.91,68.0,98.52135
10.91,70.0,90.89523
10.91,72.0,83.62001
10.91,74.0,76.7101
10.91,76.0,70.17316
10.91,78.0,64.01119
10.91,80.0,58.22179
10.91,82.0,52.7995
10.91,84.0,47.73712
10.91,86.0,43.02683
10.91,88.0,38.66119
10.91,90.0,34.63373
10.91,92.0,30.93941
10.91,94.0,27.57468
10.91,96.0,24.53737
10.91,98.0,21.8263
10.91,100.0,19.44082
10.91,102.0,17.38028
10.91,104.0,15.6435
10.91,106.0,14.2283
10.91,108.0,13.13121
10.91,110.0,12.34724
10.91,112.0,11.86996
10.91,114.0,11.69159
10.91,116.0,11.80336
10.91,118.0,12.19587
10.91,120.0,12.85952
10.91,122.0,13.78494
10.91,124.0,14.96333
10.91,126.0,16.38667
10.91,128.0,18.04778
10.91,130.0,19.94023
10.91,132.0,22.05802
10.91,134.0,24.39509
10.91,136.0,26.94478
10.91,138.0,29.69907
10.91,140.0,32.64785
10.91,142.0,35.77822
10.91,144.0,39.07385
10.91,146.0,42.51442
10.91,148.0,46.0753
10.91,150.0,49.72741
10.91,152.0,53.43729
10.91,154.0,57.16745
10.91,156.0,60.87683
10.91,158.0,64.52157
10.91,160.0,68.05587
10.91,162.0,71.43302
10.91,164.0,74.60641
10.91,166.0,77.53071
10.91,168.0,80.1629
10.91,170.0,82.46338
10.91,172.0,84.39687
10.91,174.0,85.9333
10.91,176.0,87.04851
10.91,178.0,87.72482
11.01,2.0,451275.2
11.01,4.0,27267.19
11.01,6.0,5336.137
11.01,8.0,1793.204
11.01,10.0,866.8335
11.01,12.0,548.1783
11.01,14.0,416.4376
11.01,16.0,353.7641
11.01,18.0,320.12
11.01,20.0,299.8751
11.01,22.0,286.2479
11.01,24.0,276.0386
11.01,26.0,267.6286
11.01,28.0,260.1484
11.01,30.0,253.1053
11.01,32.0,246.2069
11.01,34.0,239.2731
11.01,36.0,232.1908
11.01,38.0,224.8903
11.01,40.0,217.3318
11.01,42.0,209.4984
11.01,44.0,201.3918
11.01,46.0,193.029
11.01,48.0,184.4404
11.01,50.0,175.6675
11.01,52.0,166.7603
11.01,54.0,157.7756
11.01,56.0,148.7738
11.01,58.0,139.8169
11.01,60.0,130.9659
11.01,62.0,122.2783
11.01,64.0,113.8067
11.01,66.0,105.5969
11.01,68.0,97.68699
11.01,70.0,90.10701
11.01,72.0,82.8787
11.01,74.0,76.01612
11.01,76.0,69.52645
11.01,78.0,63.41115
11.01,80.0,57.66727
11.01,82.0,52.28882
11.01,84.0,47.26814
11.01,86.0,42.59702
11.01,88.0,38.26774
11.01,90.0,34.27366
11.01,92.0,30.60967
11.01,94.0,27.27226
11.01,96.0,24.25933
11.01,98.0,21.56984
11.01,100.0,19.20333
11.01,102.0,17.15929
11.01,104.0,15.43668
11.01,106.0,14.03339
11.01,108.0,12.94598
11.01,110.0,12.16945
11.01,112.0,11.69725
11.01,114.0,11.5215
11.01,116.0,11.63327
11.01,118.0,12.02298
11.01,120.0,12.68088
11.01,122.0,13.59751
11.01,124.0,14.76398
11.01,126.0,16.17229
11.01,128.0,17.81534
11.01,130.0,19.68686
11.01,132.0,21.78106
11.01,134.0,24.09221
11.01,136.0,26.61399
11.01,138.0,29.33877
11.01,140.0,32.25686
11.01,142.0,35.3558
11.01,144.0,38.61963
11.01,146.0,42.02842
11.01,148.0,45.5579
11.01,150.0,49.1793
11.01,152.0,52.85942
11.01,154.0,56.56098
11.01,156.0,60.24313
11.01,158.0,63.86218
11.01,160.0,67.37246
11.01,162.0,70.72738
11.01,164.0,73.88047
11.01,166.0,76.78649
11.01,168.0,79.40256
11.01,170.0,81.68916
11.01,172.0,83.61113
11.01,174.0,85.13849
11.01,176.0,86.24716
11.01,178.0,86.91952
11.11,2.0,443110.8
11.11,4.0,26761.36
11.11,6.0,5234.438
11.11,8.0,1758.885
11.11,10.0,850.914
11.11,12.0,538.9458
11.11,14.0,410.1549
11.11,16.0,348.9869
11.11,18.0,316.208
11.11,20.0,296.5128
11.11,22.0,283.2667
11.11,24.0,273.3416
11.11,26.0,265.1566
11.11,28.0,257.8629
11.11,30.0,250.9797
11.11,32.0,244.2215
11.11,34.0,237.4123
11.11,36.0,230.4419
11.11,38.0,223.2419
11.11,40.0,215.7739
11.11,42.0,208.0219
11.11,44.0,199.9884
11.11,46.0,191.6914
11.11,48.0,183.1621
11.11,50.0,174.4431
11.11,52.0,165.5854
11.11,54.0,156.6468
11.11,56.0,147.6888
11.11,58.0,138.7744
11.11,60.0,129.9654
11.11,62.0,121.32
11.11,64.0,112.8913
11.11,66.0,104.7254
11.11,68.0,96.86067
11.11,70.0,89.32685
11.11,72.0,82.14553
11.11,74.0,75.33037
11.11,76.0,68.88806
11.11,78.0,62.81951
11.11,80.0,57.1212
11.11,82.0,51.78661
11.11,84.0,46.80762
11.11,86.0,42.17563
11.11,88.0,37.88264
11.11,90.0,33.92184
11.11,92.0,30.28806
11.11,94.0,26.97781
11.11,96.0,23.9891
11.11,98.0,21.32105
11.11,100.0,18.97334
11.11,102.0,16.94565
11.11,104.0,15.23704
11.11,106.0,13.84551
11.11,108.0,12.76764
11.11,110.0,11.99838
11.11,112.0,11.53113
11.11,114.0,11.35786
11.11,116.0,11.46946
11.11,118.0,11.85622
11.11,120.0,12.50823
11.11,122.0,13.41588
11.11,124.0,14.57026
11.11,126.0,15.96334
11.11,128.0,17.58812
11.11,130.0,19.43847
11.11,132.0,21.50884
11.11,134.0,23.7938
11.11,136.0,26.28738
11.11,138.0,28.98234
11.11,140.0,31.8694
11.11,142.0,34.93652
11.11,144.0,38.16814
11.11,146.0,41.54471
11.11,148.0,45.0423
11.11,150.0,48.63245
11.11,152.0,52.28223
11.11,154.0,55.9546
11.11,156.0,59.60888
11.11,158.0,63.20157
11.11,160.0,66.68715
11.11,162.0,70.01916
11.11,164.0,73.15127
11.11,166.0,76.03838
11.11,168.0,78.63772
11.11,170.0,80.9099
11.11,172.0,82.81989
11.11,174.0,84.3378
11.11,176.0,85.43965
11.11,178.0,86.10789
11.21,2.0,435163.0
11.21,4.0,26268.73
11.21,6.0,5135.298
11.21,8.0,1725.377
11.21,10.0,835.3393
11.21,12.0,529.8939
11.21,14.0,403.9833
11.21,16.0,344.2873
11.21,18.0,312.3555
11.21,20.0,293.1994
11.21,22.0,280.3274
11.21,24.0,270.6817
11.21,26.0,262.7181
11.21,28.0,255.6081
11.21,30.0,248.8823
11.21,32.0,242.262
11.21,34.0,235.5755
11.21,36.0,228.7149
11.21,38.0,221.6137
11.21,40.0,214.2345
11.21,42.0,206.5623
11.21,44.0,198.6004
11.21,46.0,190.3678
11.21,48.0,181.8967
11.21,50.0,173.2304
11.21,52.0,164.4212
11.21,54.0,155.528
11.21,56.0,146.6132
11.21,58.0,137.7408
11.21,60.0,128.9733
11.21,62.0,120.3699
11.21,64.0,111.9839
11.21,66.0,103.8619
11.21,68.0,96.04223
11.21,70.0,88.55462
11.21,72.0,81.42035
11.21,74.0,74.65268
11.21,76.0,68.25779
11.21,78.0,62.23604
11.21,80.0,56.58333
11.21,82.0,51.29262
11.21,84.0,46.35529
11.21,86.0,41.76238
11.21,88.0,37.50558
11.21,90.0,33.57795
11.21,92.0,29.97425
11.21,94.0,26.69103
11.21,96.0,23.72639
11.21,98.0,21.07961
11.21,100.0,18.75054
11.21,102.0,16.73903
11.21,104.0,15.04427
11.21,106.0,13.66435
11.21,108.0,12.59587
11.21,110.0,11.83376
11.21,112.0,11.37132
11.21,114.0,11.20038
11.21,116.0,11.31169
11.21,118.0,11.69535
11.21,120.0,12.34131
11.21,122.0,13.23985
11.21,124.0,14.38196
11.21,126.0,15.75964
11.21,128.0,17.36595
11.21,130.0,19.19492
11.21,132.0,21.24124
11.21,134.0,23.49977
11.21,136.0,25.96488
11.21,138.0,28.62973
11.21,140.0,31.48546
11.21,142.0,34.5204
11.21,144.0,37.71943
11.21,146.0,41.06336
11.21,148.0,44.5286
11.21,150.0,48.087
11.21,152.0,51.7059
11.21,154.0,55.34848
11.21,156.0,58.97428
11.21,158.0,62.53997
11.21,160.0,66.00019
11.21,162.0,69.30863
11.21,164.0,72.41911
11.21,166.0,75.28668
11.21,168.0,77.8687
11.21,170.0,80.12594
11.21,172.0,82.02349
11.21,174.0,83.53158
11.21,176.0,84.62633
11.21,178.0,85.29029
11.31,2.0,427424.3
11.31,4.0,25788.84
11.31,6.0,5038.632
11.31,8.0,1692.655
11.31,10.0,820.0999
11.31,12.0,521.0186
11.31,14.0,397.921
11.31,16.0,339.6645
11.31,18.0,308.562
11.31,20.0,289.9347
11.31,22.0,277.4301
11.31,24.0,268.0591
11.31,26.0,260.3133
11.31,28.0,253.3839
11.31,30.0,246.8129
11.31,32.0,240.3284
11.31,34.0,233.7625
11.31,36.0,227.0099
11.31,38.0,220.0056
11.31,40.0,212.7134
11.31,42.0,205.1194
11.31,44.0,197.2277
11.31,46.0,189.0581
11.31,48.0,180.6438
11.31,50.0,172.0292
11.31,52.0,163.2677
11.31,54.0,154.419
11.31,56.0,145.5467
11.31,58.0,136.7158
11.31,60.0,127.9895
11.31,62.0,119.4278
11.31,64.0,111.0844
11.31,66.0,103.0062
11.31,68.0,95.23156
11.31,70.0,87.79018
11.31,72.0,80.703
11.31,74.0,73.98288
11.31,76.0,67.63546
11.31,78.0,61.66055
11.31,80.0,56.05346
11.31,82.0,50.80661
11.31,84.0,45.91089
11.31,86.0,41.35698
11.31,88.0,37.13629
11.31,90.0,33.24171
11.31,92.0,29.66794
11.31,94.0,26.41159
11.31,96.0,23.47086
11.31,98.0,20.84519
11.31,100.0,18.53461
11.31,102.0,16.53912
11.31,104.0,14.85807
11.31,106.0,13.48962
11.31,108.0,12.4304
11.31,110.0,11.67532
11.31,112.0,11.21755
11.31,114.0,11.04883
11.31,116.0,11.15972
11.31,118.0,11.54016
11.31,120.0,12.17994
11.31,122.0,13.06921
11.31,124.0,14.19891
11.31,126.0,15.56102
11.31,128.0,17.14869
11.31,130.0,18.95611
11.31,132.0,20.97818
11.31,134.0,23.21005
11.31,136.0,25.64647
11.31,138.0,28.28095
11.31,140.0,31.10504
11.31,142.0,34.1075
11.31,144.0,37.27357
11.31,146.0,40.58447
11.31,148.0,44.01694
11.31,150.0,47.54311
11.31,152.0,51.13061
11.31,154.0,54.74286
11.31,156.0,58.33959
11.31,158.0,61.87766
11.31,160.0,65.31189
11.31,162.0,68.59613
11.31,164.0,71.68435
11.31,166.0,74.53176
11.31,168.0,77.0959
11.31,170.0,79.33768
11.31,172.0,81.22234
11.31,174.0,82.72025
11.31,176.0,83.80764
11.31,178.0,84.46714
11.41,2.0,419887.5
11.41,4.0,25321.27
11.41,6.0,4944.358
11.41,8.0,1660.695
11.41,10.0,805.1868
11.41,12.0,512.3158
11.41,14.0,391.9662
11.41,16.0,335.1173
11.41,18.0,304.8272
11.41,20.0,286.7183
11.41,22.0,274.5745
11.41,24.0,265.4735
11.41,26.0,257.9419
11.41,28.0,251.1902
11.41,30.0,244.7717
11.41,32.0,238.4207
11.41,34.0,231.9732
11.41,36.0,225.3266
11.41,38.0,218.4173
11.41,40.0,211.2105
11.41,42.0,203.6931
11.41,44.0,195.87
11.41,46.0,187.7621
11.41,48.0,179.4034
11.41,50.0,170.8395
11.41,52.0,162.1246
11.41,54.0,153.3196
11.41,56.0,144.4893
11.41,58.0,135.6993
11.41,60.0,127.0139
11.41,62.0,118.4936
11.41,64.0,110.1926
11.41,66.0,102.1581
11.41,68.0,94.42854
11.41,70.0,87.03339
11.41,72.0,79.99335
11.41,74.0,73.32081
11.41,76.0,67.02091
11.41,78.0,61.09284
11.41,80.0,55.53137
11.41,82.0,50.32834
11.41,84.0,45.47419
11.41,86.0,40.95918
11.41,88.0,36.77448
11.41,90.0,32.91281
11.41,92.0,29.36884
11.41,94.0,26.1392
11.41,96.0,23.22222
11.41,98.0,20.6175
11.41,100.0,18.32526
11.41,102.0,16.34565
11.41,104.0,14.67816
11.41,106.0,13.32105
11.41,108.0,12.27097
11.41,110.0,11.52278
11.41,112.0,11.06959
11.41,114.0,10.90296
11.41,116.0,11.01332
11.41,118.0,11.39042
11.41,120.0,12.02389
11.41,122.0,12.90377
11.41,124.0,14.02092
11.41,126.0,15.36732
11.41,128.0,16.9362
11.41,130.0,18.72189
11.41,132.0,20.71953
11.41,134.0,22.92456
11.41,136.0,25.33206
11.41,138.0,27.93594
11.41,140.0,30.72814
11.41,142.0,33.69782
11.41,144.0,36.83062
11.41,146.0,40.10812
11.41,148.0,43.5074
11.41,150.0,47.00091
11.41,152.0,50.55653
11.41,154.0,54.13791
11.41,156.0,57.70501
11.41,158.0,61.21486
11.41,160.0,64.62248
11.41,162.0,67.8819
11.41,164.0,70.94725
11.41,166.0,73.77391
11.41,168.0,76.31961
11.41,170.0,78.54543
11.41,172.0,80.41676
11.41,174.0,81.90413
11.41,176.0,82.9839
11.41,178.0,83.63879
11.51,2.0,412545.5
11.51,4.0,24865.59
11.51,6.0,4852.396
11.51,8.0,1629.474
11.51,10.0,790.5909
11.51,12.0,503.7815
11.51,14.0,386.1168
11.51,16.0,330.645
11.51,18.0,301.1505
11.51,20.0,283.55
11.51,22.0,271.7605
11.51,24.0,262.9248
11.51,26.0,255.6039
11.51,28.0,249.0271
11.51,30.0,242.7584
11.51,32.0,236.5385
11.51,34.0,230.2075
11.51,36.0,223.6648
11.51,38.0,216.8488
11.51,40.0,209.7256
11.51,42.0,202.2831
11.51,44.0,194.5272
11.51,46.0,186.4795
11.51,48.0,178.1753
11.51,50.0,169.6609
11.51,52.0,160.9917
11.51,54.0,152.2297
11.51,56.0,143.4407
11.51,58.0,134.6912
11.51,60.0,126.0463
11.51,62.0,117.5671
11.51,64.0,109.3085
11.51,66.0,101.3176
11.51,68.0,93.63304
11.51,70.0,86.28414
11.51,72.0,79.29125
11.51,74.0,72.66632
11.51,76.0,66.41395
11.51,78.0,60.53273
11.51,80.0,55.01685
11.51,82.0,49.85759
11.51,84.0,45.04492
11.51,86.0,40.56871
11.51,88.0,36.41988
11.51,90.0,32.59098
11.51,92.0,29.07665
11.51,94.0,25.87355
11.51,96.0,22.98017
11.51,98.0,20.39624
11.51,100.0,18.12218
11.51,102.0,16.15831
11.51,104.0,14.50426
11.51,106.0,13.15836
11.51,108.0,12.1173
11.51,110.0,11.3759
11.51,112.0,10.92717
11.51,114.0,10.76254
11.51,116.0,10.87227
11.51,118.0,11.24592
11.51,120.0,11.87298
11.51,122.0,12.74335
11.51,124.0,13.84783
11.51,126.0,15.1784
11.51,128.0,16.72835
11.51,130.0,18.49216
11.51,132.0,20.46522
11.51,134.0,22.64324
11.51,136.0,25.02163
11.51,138.0,27.5947
11.51,140.0,30.35478
11.51,142.0,33.29142
11.51,144.0,36.39066
11.51,146.0,39.63444
11.51,148.0,43.00016
11.51,150.0,46.46058
11.51,152.0,49.98386
11.51,154.0,53.53387
11.51,156.0,57.07081
11.51,158.0,60.55189
11.51,160.0,63.93231
11.51,162.0,67.16631
11.51,164.0,70.20819
11.51,166.0,73.01354
11.51,168.0,75.54026
11.51,170.0,77.74963
11.51,172.0,79.60721
11.51,174.0,81.0837
11.51,176.0,82.1556
11.51,178.0,82.80571
11.61,2.0,405391.7
11.61,4.0,24421.39
11.61,6.0,4762.671
11.61,8.0,1598.968
11.61,10.0,776.3037
11.61,12.0,495.4122
11.61,14.0,380.371
11.61,16.0,326.2465
11.61,18.0,297.5313
11.61,20.0,280.4296
11.61,22.0,268.9879
11.61,24.0,260.413
11.61,26.0,253.2991
11.61,28.0,246.8943
11.61,30.0,240.7729
11.61,32.0,234.6819
11.61,34.0,228.4652
11.61,36.0,222.0245
11.61,38.0,215.2998
11.61,40.0,208.2585
11.61,42.0,200.8892
11.61,44.0,193.1989
11.61,46.0,185.2102
11.61,48.0,176.9592
11.61,50.0,168.4932
11.61,52.0,159.8689
11.61,54.0,151.1492
11.61,56.0,142.4008
11.61,58.0,133.6914
11.61,60.0,125.0867
11.61,62.0,116.6484
11.61,64.0,108.4319
